Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,1960 [1960],1970 [1970],1980 [1980],1990 [1990],2000 [2000]
Guyana,GUY,Female,FEM,Guadeloupe,GLP,4,65,90,179,173
Guyana,GUY,Female,FEM,Guatemala,GTM,4,9,6,5,3
Guyana,GUY,Female,FEM,Guyana,GUY,0,0,0,0,0
Guyana,GUY,Female,FEM,Haiti,HTI,1,25,30,39,51
Guyana,GUY,Female,FEM,Honduras,HND,0,0,0,1,0
Guyana,GUY,Female,FEM,Jamaica,JAM,154,331,297,281,171
Guyana,GUY,Female,FEM,Martinique,MTQ,3,2,4,9,11
Guyana,GUY,Female,FEM,Mexico,MEX,0,19,0,5,16
Guyana,GUY,Female,FEM,Montserrat,MSR,2,13,20,145,12
Guyana,GUY,Female,FEM,Netherlands Antilles,ANT,143,139,135,666,669
Guyana,GUY,Female,FEM,Nicaragua,NIC,0,0,0,0,0
Guyana,GUY,Female,FEM,Panama,PAN,0,0,0,21,11
Guyana,GUY,Female,FEM,Paraguay,PRY,2,0,1,6,1
Guyana,GUY,Female,FEM,Peru,PER,63,32,0,3,3
Guyana,GUY,Female,FEM,Puerto Rico,PRI,48,143,210,942,2017
Guyana,GUY,Female,FEM,St. Kitts and Nevis,KNA,51,40,39,177,168
Guyana,GUY,Female,FEM,St. Lucia,LCA,61,177,301,608,812
Guyana,GUY,Female,FEM,St. Vincent and the Grenadines,VCT,73,68,63,201,322
Guyana,GUY,Female,FEM,Suriname,SUR,29,588,845,1940,3972
Guyana,GUY,Female,FEM,Trinidad and Tobago,TTO,3627,2258,1564,3020,3175
Guyana,GUY,Female,FEM,Turks and Caicos Islands,TCA,3,8,22,15,17
Guyana,GUY,Female,FEM,Uruguay,URY,27,34,12,13,0
Guyana,GUY,Female,FEM,"Venezuela, RB",VEN,852,363,763,2309,3558
Guyana,GUY,Female,FEM,Virgin Islands (U.S.),VIR,0,6,5,119,107
Guyana,GUY,Female,FEM,"Virgin Islands, British",VGB,9,34,51,343,379
Guyana,GUY,Male,MAL,Anguilla,AIA,11,20,32,58,95
Guyana,GUY,Male,MAL,Antigua and Barbuda,ATG,18,27,412,821,1660
Guyana,GUY,Male,MAL,Argentina,ARG,56,28,1,1,0
Guyana,GUY,Male,MAL,Aruba,ABW,51,49,47,53,159
Guyana,GUY,Male,MAL,"Bahamas, The",BHS,5,148,72,224,249
Guyana,GUY,Male,MAL,Barbados,BRB,224,451,740,1095,1215
Guyana,GUY,Male,MAL,Belize,BLZ,0,0,0,0,44
Guyana,GUY,Male,MAL,Bolivia,BOL,0,5,8,0,2
Guyana,GUY,Male,MAL,Brazil,BRA,254,191,275,477,814
Guyana,GUY,Male,MAL,Cayman Islands,CYM,4,7,24,40,95
Guyana,GUY,Male,MAL,Chile,CHL,5,2,0,4,8
Guyana,GUY,Male,MAL,Colombia,COL,2,4,5,7,11
Guyana,GUY,Male,MAL,Costa Rica,CRI,0,0,5,7,12
Guyana,GUY,Male,MAL,Cuba,CUB,185,171,95,57,78
Guyana,GUY,Male,MAL,Dominica,DMA,62,43,25,41,61
Guyana,GUY,Male,MAL,Dominican Republic,DOM,1339,1045,704,384,37
Guyana,GUY,Male,MAL,Ecuador,ECU,4,7,11,12,7
Guyana,GUY,Male,MAL,El Salvador,SLV,0,0,0,0,0
Guyana,GUY,Male,MAL,Falkland Islands (Malvinas),FLK,0,0,0,1,0
Guyana,GUY,Male,MAL,French Guiana,GUF,45,45,87,196,268
Guyana,GUY,Male,MAL,Grenada,GRD,151,103,59,149,267
Guyana,GUY,Male,MAL,Guadeloupe,GLP,4,43,79,170,141
Guyana,GUY,Male,MAL,Guatemala,GTM,17,1,2,5,0
Guyana,GUY,Male,MAL,Guyana,GUY,0,0,0,0,0
Guyana,GUY,Male,MAL,Haiti,HTI,2,24,32,45,63
Guyana,GUY,Male,MAL,Honduras,HND,1,0,0,2,1
Guyana,GUY,Male,MAL,Jamaica,JAM,228,363,292,270,203
Guyana,GUY,Male,MAL,Martinique,MTQ,4,2,4,8,8
Guyana,GUY,Male,MAL,Mexico,MEX,0,20,0,5,21
Guyana,GUY,Male,MAL,Montserrat,MSR,2,6,7,203,19
Guyana,GUY,Male,MAL,Netherlands Antilles,ANT,187,151,120,416,638
Guyana,GUY,Male,MAL,Nicaragua,NIC,0,0,0,0,0
Guyana,GUY,Male,MAL,Panama,PAN,0,0,0,24,25
Guyana,GUY,Male,MAL,Paraguay,PRY,3,0,1,6,3
Guyana,GUY,Male,MAL,Peru,PER,41,21,0,7,5
Guyana,GUY,Male,MAL,Puerto Rico,PRI,46,135,190,769,1713
Guyana,GUY,Male,MAL,St. Kitts and Nevis,KNA,71,54,51,162,432
Guyana,GUY,Male,MAL,St. Lucia,LCA,73,162,256,516,735
Guyana,GUY,Male,MAL,St. Vincent and the Grenadines,VCT,55,51,47,163,259
Guyana,GUY,Male,MAL,Suriname,SUR,35,594,848,1937,3947
Guyana,GUY,Male,MAL,Trinidad and Tobago,TTO,3424,1981,1335,2103,2180
Guyana,GUY,Male,MAL,Turks and Caicos Islands,TCA,0,2,6,12,13
Guyana,GUY,Male,MAL,Uruguay,URY,14,0,13,12,0
Guyana,GUY,Male,MAL,"Venezuela, RB",VEN,1179,426,769,2278,3147
Guyana,GUY,Male,MAL,Virgin Islands (U.S.),VIR,0,4,5,101,93
Guyana,GUY,Male,MAL,"Virgin Islands, British",VGB,12,69,75,385,425
Guyana,GUY,Total,TOT,Anguilla,AIA,26,44,64,122,208
Guyana,GUY,Total,TOT,Antigua and Barbuda,ATG,42,60,857,1724,3638
Guyana,GUY,Total,TOT,Argentina,ARG,90,45,2,3,0
Guyana,GUY,Total,TOT,Aruba,ABW,111,105,100,111,303
Guyana,GUY,Total,TOT,"Bahamas, The",BHS,10,266,156,441,491
Guyana,GUY,Total,TOT,Barbados,BRB,626,1122,1749,2672,3062
Guyana,GUY,Total,TOT,Belize,BLZ,0,0,0,0,84
Guyana,GUY,Total,TOT,Bolivia,BOL,0,8,15,3,5
Guyana,GUY,Total,TOT,Brazil,BRA,396,367,696,1085,1603
Guyana,GUY,Total,TOT,Cayman Islands,CYM,6,10,37,83,185
Guyana,GUY,Total,TOT,Chile,CHL,12,10,0,7,14
Guyana,GUY,Total,TOT,Colombia,COL,4,7,8,11,18
Guyana,GUY,Total,TOT,Costa Rica,CRI,0,0,9,13,21
Guyana,GUY,Total,TOT,Cuba,CUB,391,354,186,103,102
Guyana,GUY,Total,TOT,Dominica,DMA,130,90,51,74,109
Guyana,GUY,Total,TOT,Dominican Republic,DOM,1465,1160,779,431,55
Guyana,GUY,Total,TOT,Ecuador,ECU,7,13,21,22,11
Guyana,GUY,Total,TOT,El Salvador,SLV,0,0,0,0,0
Guyana,GUY,Total,TOT,Falkland Islands (Malvinas),FLK,0,0,0,1,0
Guyana,GUY,Total,TOT,French Guiana,GUF,73,78,156,362,552
Guyana,GUY,Total,TOT,Grenada,GRD,315,211,119,324,603
Guyana,GUY,Total,TOT,Guadeloupe,GLP,7,109,169,349,314
Guyana,GUY,Total,TOT,Guatemala,GTM,20,10,8,11,4
Guyana,GUY,Total,TOT,Guyana,GUY,0,0,0,0,0
Guyana,GUY,Total,TOT,Haiti,HTI,3,49,62,84,114
Guyana,GUY,Total,TOT,Honduras,HND,2,1,1,3,1
Guyana,GUY,Total,TOT,Jamaica,JAM,382,693,589,551,374
Guyana,GUY,Total,TOT,Martinique,MTQ,7,3,8,16,19
Guyana,GUY,Total,TOT,Mexico,MEX,0,39,1,9,37
Guyana,GUY,Total,TOT,Montserrat,MSR,5,19,28,348,31
Guyana,GUY,Total,TOT,Netherlands Antilles,ANT,330,290,255,1083,1307
Guyana,GUY,Total,TOT,Nicaragua,NIC,0,0,0,0,1
Guyana,GUY,Total,TOT,Panama,PAN,0,0,0,44,36
Guyana,GUY,Total,TOT,Paraguay,PRY,5,0,3,12,4
Guyana,GUY,Total,TOT,Peru,PER,104,52,1,10,8
Guyana,GUY,Total,TOT,Puerto Rico,PRI,94,278,400,1711,3730
Guyana,GUY,Total,TOT,St. Kitts and Nevis,KNA,122,94,90,340,600
Guyana,GUY,Total,TOT,St. Lucia,LCA,134,339,557,1123,1547
Guyana,GUY,Total,TOT,St. Vincent and the Grenadines,VCT,129,119,110,365,581
Guyana,GUY,Total,TOT,Suriname,SUR,64,1182,1693,3877,7919
Guyana,GUY,Total,TOT,Trinidad and Tobago,TTO,7051,4239,2898,5124,5355
Guyana,GUY,Total,TOT,Turks and Caicos Islands,TCA,4,11,28,27,30
Guyana,GUY,Total,TOT,Uruguay,URY,41,34,24,25,0
Guyana,GUY,Total,TOT,"Venezuela, RB",VEN,2030,789,1533,4587,6705
Guyana,GUY,Total,TOT,Virgin Islands (U.S.),VIR,0,10,10,220,200
Guyana,GUY,Total,TOT,"Virgin Islands, British",VGB,21,103,126,728,804
Haiti,HTI,Female,FEM,Anguilla,AIA,32,49,68,104,185
Haiti,HTI,Female,FEM,Antigua and Barbuda,ATG,3,4,4,4,5
Haiti,HTI,Female,FEM,Argentina,ARG,13,6,0,10,0
Haiti,HTI,Female,FEM,Aruba,ABW,223,210,199,282,697
Haiti,HTI,Female,FEM,"Bahamas, The",BHS,1001,1883,3388,4302,4781
Haiti,HTI,Female,FEM,Barbados,BRB,190,135,94,136,159
Haiti,HTI,Female,FEM,Belize,BLZ,0,0,0,0,19
Haiti,HTI,Female,FEM,Bolivia,BOL,0,1,3,1,5
Haiti,HTI,Female,FEM,Brazil,BRA,98,41,55,134,7
Haiti,HTI,Female,FEM,Cayman Islands,CYM,0,0,0,4,223
Haiti,HTI,Female,FEM,Chile,CHL,21,20,6,12,20
Haiti,HTI,Female,FEM,Colombia,COL,8,13,15,19,30
Haiti,HTI,Female,FEM,Costa Rica,CRI,5,9,3,10,22
Haiti,HTI,Female,FEM,Cuba,CUB,3117,2707,1212,486,126
Haiti,HTI,Female,FEM,Dominica,DMA,56,39,24,26,37
Haiti,HTI,Female,FEM,Dominican Republic,DOM,20098,38170,48823,63284,81954
Haiti,HTI,Female,FEM,Ecuador,ECU,1,2,4,4,11
Haiti,HTI,Female,FEM,El Salvador,SLV,0,0,1,2,0
Haiti,HTI,Female,FEM,Falkland Islands (Malvinas),FLK,0,0,0,0,0
Haiti,HTI,Female,FEM,French Guiana,GUF,55,112,390,1026,1760
Haiti,HTI,Female,FEM,Grenada,GRD,64,36,10,59,115
Haiti,HTI,Female,FEM,Guadeloupe,GLP,183,210,700,1674,1617
Haiti,HTI,Female,FEM,Guatemala,GTM,8,6,14,6,5
Haiti,HTI,Female,FEM,Guyana,GUY,2,5,5,1,0
Haiti,HTI,Female,FEM,Haiti,HTI,0,0,0,0,0
Haiti,HTI,Female,FEM,Honduras,HND,3,2,2,5,5
Haiti,HTI,Female,FEM,Jamaica,JAM,489,65,214,3,756
Haiti,HTI,Female,FEM,Martinique,MTQ,34,64,267,134,171
Haiti,HTI,Female,FEM,Mexico,MEX,90,31,2,87,130
Haiti,HTI,Female,FEM,Montserrat,MSR,0,0,0,14,1
Haiti,HTI,Female,FEM,Netherlands Antilles,ANT,324,314,304,1463,1409
Haiti,HTI,Female,FEM,Nicaragua,NIC,2,4,4,5,6
Haiti,HTI,Female,FEM,Panama,PAN,24,73,28,57,157
Haiti,HTI,Female,FEM,Paraguay,PRY,0,0,3,0,1
Haiti,HTI,Female,FEM,Peru,PER,6,3,0,8,7
Haiti,HTI,Female,FEM,Puerto Rico,PRI,164,493,720,187,6928
Haiti,HTI,Female,FEM,St. Kitts and Nevis,KNA,20,15,15,61,8
Haiti,HTI,Female,FEM,St. Lucia,LCA,62,36,10,92,48
Haiti,HTI,Female,FEM,St. Vincent and the Grenadines,VCT,84,78,73,81,130
Haiti,HTI,Female,FEM,Suriname,SUR,60,69,68,133,248
Haiti,HTI,Female,FEM,Trinidad and Tobago,TTO,920,602,461,325,477
Haiti,HTI,Female,FEM,Turks and Caicos Islands,TCA,17,45,117,1035,1147
Haiti,HTI,Female,FEM,Uruguay,URY,11,13,5,5,0
Haiti,HTI,Female,FEM,"Venezuela, RB",VEN,348,158,444,817,724
Haiti,HTI,Female,FEM,Virgin Islands (U.S.),VIR,6,685,61,141,200
Haiti,HTI,Female,FEM,"Virgin Islands, British",VGB,7,28,41,16,18
Haiti,HTI,Male,MAL,Anguilla,AIA,22,42,65,101,167
Haiti,HTI,Male,MAL,Antigua and Barbuda,ATG,3,4,6,8,13
Haiti,HTI,Male,MAL,Argentina,ARG,21,10,0,66,0
Haiti,HTI,Male,MAL,Aruba,ABW,23,23,22,43,327
Haiti,HTI,Male,MAL,"Bahamas, The",BHS,2027,4249,5475,7127,7922
Haiti,HTI,Male,MAL,Barbados,BRB,168,109,66,95,105
Haiti,HTI,Male,MAL,Belize,BLZ,0,0,0,0,27
Haiti,HTI,Male,MAL,Bolivia,BOL,0,2,3,4,2
Haiti,HTI,Male,MAL,Brazil,BRA,80,48,72,119,8
Haiti,HTI,Male,MAL,Cayman Islands,CYM,0,0,2,5,412
Haiti,HTI,Male,MAL,Chile,CHL,26,29,5,24,26
Haiti,HTI,Male,MAL,Colombia,COL,9,22,34,48,65
Haiti,HTI,Male,MAL,Costa Rica,CRI,8,15,15,20,31
Haiti,HTI,Male,MAL,Cuba,CUB,22116,20125,9612,4198,878
Haiti,HTI,Male,MAL,Dominica,DMA,57,39,22,23,35
Haiti,HTI,Male,MAL,Dominican Republic,DOM,75427,89001,103478,122897,146319
Haiti,HTI,Male,MAL,Ecuador,ECU,2,3,4,4,23
Haiti,HTI,Male,MAL,El Salvador,SLV,0,1,4,5,0
Haiti,HTI,Male,MAL,Falkland Islands (Malvinas),FLK,0,0,0,0,0
Haiti,HTI,Male,MAL,French Guiana,GUF,73,371,572,1213,1656
Haiti,HTI,Male,MAL,Grenada,GRD,65,37,11,89,161
Haiti,HTI,Male,MAL,Guadeloupe,GLP,195,419,747,1592,1316
Haiti,HTI,Male,MAL,Guatemala,GTM,3,10,11,6,5
Haiti,HTI,Male,MAL,Guyana,GUY,2,6,6,2,0
Haiti,HTI,Male,MAL,Haiti,HTI,0,0,0,0,0
Haiti,HTI,Male,MAL,Honduras,HND,6,2,3,7,28
Haiti,HTI,Male,MAL,Jamaica,JAM,443,61,221,3,693
Haiti,HTI,Male,MAL,Martinique,MTQ,26,55,256,117,130
Haiti,HTI,Male,MAL,Mexico,MEX,110,33,2,345,254
Haiti,HTI,Male,MAL,Montserrat,MSR,2,1,0,1,0
Haiti,HTI,Male,MAL,Netherlands Antilles,ANT,409,330,262,2163,1883
Haiti,HTI,Male,MAL,Nicaragua,NIC,7,12,14,15,17
Haiti,HTI,Male,MAL,Panama,PAN,38,20,28,73,149
Haiti,HTI,Male,MAL,Paraguay,PRY,0,0,3,0,0
Haiti,HTI,Male,MAL,Peru,PER,5,3,0,7,6
Haiti,HTI,Male,MAL,Puerto Rico,PRI,160,462,652,267,5881
Haiti,HTI,Male,MAL,St. Kitts and Nevis,KNA,22,16,16,98,10
Haiti,HTI,Male,MAL,St. Lucia,LCA,51,29,8,137,77
Haiti,HTI,Male,MAL,St. Vincent and the Grenadines,VCT,81,74,69,75,120
Haiti,HTI,Male,MAL,Suriname,SUR,71,94,100,201,382
Haiti,HTI,Male,MAL,Trinidad and Tobago,TTO,1342,758,470,280,460
Haiti,HTI,Male,MAL,Turks and Caicos Islands,TCA,19,50,130,1425,1571
Haiti,HTI,Male,MAL,Uruguay,URY,4,0,5,5,2
Haiti,HTI,Male,MAL,"Venezuela, RB",VEN,482,184,678,1060,960
Haiti,HTI,Male,MAL,Virgin Islands (U.S.),VIR,17,2617,83,209,307
Haiti,HTI,Male,MAL,"Virgin Islands, British",VGB,6,37,39,17,19
Haiti,HTI,Total,TOT,Anguilla,AIA,54,91,133,205,352
Haiti,HTI,Total,TOT,Antigua and Barbuda,ATG,6,9,10,12,18
Haiti,HTI,Total,TOT,Argentina,ARG,34,17,0,76,0
Haiti,HTI,Total,TOT,Aruba,ABW,247,233,221,325,1023
Haiti,HTI,Total,TOT,"Bahamas, The",BHS,3028,6132,8862,11428,12703
Haiti,HTI,Total,TOT,Barbados,BRB,358,244,160,231,265
Haiti,HTI,Total,TOT,Belize,BLZ,0,1,1,0,46
Haiti,HTI,Total,TOT,Bolivia,BOL,0,3,6,5,7
Haiti,HTI,Total,TOT,Brazil,BRA,178,89,126,252,16
Haiti,HTI,Total,TOT,Cayman Islands,CYM,0,0,2,9,635
Haiti,HTI,Total,TOT,Chile,CHL,47,49,11,36,45
Haiti,HTI,Total,TOT,Colombia,COL,17,35,50,67,95
Haiti,HTI,Total,TOT,Costa Rica,CRI,13,25,18,30,53
Haiti,HTI,Total,TOT,Cuba,CUB,25233,22832,10823,4684,1005
Haiti,HTI,Total,TOT,Dominica,DMA,113,79,46,49,72
Haiti,HTI,Total,TOT,Dominican Republic,DOM,95525,127170,152301,186181,228274
Haiti,HTI,Total,TOT,Ecuador,ECU,3,5,8,8,34
Haiti,HTI,Total,TOT,El Salvador,SLV,0,2,5,8,1
Haiti,HTI,Total,TOT,Falkland Islands (Malvinas),FLK,0,0,0,0,0
Haiti,HTI,Total,TOT,French Guiana,GUF,128,483,963,2240,3415
Haiti,HTI,Total,TOT,Grenada,GRD,129,73,20,148,276
Haiti,HTI,Total,TOT,Guadeloupe,GLP,378,628,1447,3266,2933
Haiti,HTI,Total,TOT,Guatemala,GTM,11,16,25,13,10
Haiti,HTI,Total,TOT,Guyana,GUY,4,11,11,3,0
Haiti,HTI,Total,TOT,Haiti,HTI,0,0,0,0,0
Haiti,HTI,Total,TOT,Honduras,HND,9,4,5,12,33
Haiti,HTI,Total,TOT,Jamaica,JAM,932,125,435,6,1449
Haiti,HTI,Total,TOT,Martinique,MTQ,60,119,523,251,301
Haiti,HTI,Total,TOT,Mexico,MEX,200,64,5,432,384
Haiti,HTI,Total,TOT,Montserrat,MSR,2,1,0,15,1
Haiti,HTI,Total,TOT,Netherlands Antilles,ANT,733,644,566,3626,3292
Haiti,HTI,Total,TOT,Nicaragua,NIC,10,16,18,19,23
Haiti,HTI,Total,TOT,Panama,PAN,63,93,56,130,306
Haiti,HTI,Total,TOT,Paraguay,PRY,0,0,6,0,1
Haiti,HTI,Total,TOT,Peru,PER,11,6,1,16,13
Haiti,HTI,Total,TOT,Puerto Rico,PRI,324,955,1372,454,12809
Haiti,HTI,Total,TOT,St. Kitts and Nevis,KNA,41,32,30,159,18
Haiti,HTI,Total,TOT,St. Lucia,LCA,114,65,19,229,125
Haiti,HTI,Total,TOT,St. Vincent and the Grenadines,VCT,166,152,141,157,250
Haiti,HTI,Total,TOT,Suriname,SUR,131,163,168,334,630
Haiti,HTI,Total,TOT,Trinidad and Tobago,TTO,2262,1360,931,605,937
Haiti,HTI,Total,TOT,Turks and Caicos Islands,TCA,36,95,247,2460,2718
Haiti,HTI,Total,TOT,Uruguay,URY,16,13,9,10,2
Haiti,HTI,Total,TOT,"Venezuela, RB",VEN,831,342,1122,1877,1684
Haiti,HTI,Total,TOT,Virgin Islands (U.S.),VIR,23,3302,145,350,507
Haiti,HTI,Total,TOT,"Virgin Islands, British",VGB,13,65,80,33,36
Honduras,HND,Female,FEM,Anguilla,AIA,0,0,0,0,1
Honduras,HND,Female,FEM,Antigua and Barbuda,ATG,2,3,4,6,1
Honduras,HND,Female,FEM,Argentina,ARG,8,4,0,73,0
Honduras,HND,Female,FEM,Aruba,ABW,5,5,4,3,0
Honduras,HND,Female,FEM,"Bahamas, The",BHS,4,4,2,2,2
Honduras,HND,Female,FEM,Barbados,BRB,5,3,0,9,10
Honduras,HND,Female,FEM,Belize,BLZ,517,680,778,0,2436
Honduras,HND,Female,FEM,Bolivia,BOL,3,2,2,90,104
Honduras,HND,Female,FEM,Brazil,BRA,36,23,72,72,31
Honduras,HND,Female,FEM,Cayman Islands,CYM,28,49,187,530,679
Honduras,HND,Female,FEM,Chile,CHL,26,53,77,108,132
Honduras,HND,Female,FEM,Colombia,COL,5,33,61,91,141
Honduras,HND,Female,FEM,Costa Rica,CRI,441,282,516,912,1662
Honduras,HND,Female,FEM,Cuba,CUB,15,13,7,5,4
Honduras,HND,Female,FEM,Dominica,DMA,1,0,0,1,1
Honduras,HND,Female,FEM,Dominican Republic,DOM,39,99,143,197,263
Honduras,HND,Female,FEM,Ecuador,ECU,0,1,2,3,88
Honduras,HND,Female,FEM,El Salvador,SLV,11611,10609,7322,4999,5251
Honduras,HND,Female,FEM,Falkland Islands (Malvinas),FLK,0,0,0,0,0
Honduras,HND,Female,FEM,French Guiana,GUF,0,0,0,0,0
Honduras,HND,Female,FEM,Grenada,GRD,2,0,0,2,4
Honduras,HND,Female,FEM,Guadeloupe,GLP,0,1,2,4,4
Honduras,HND,Female,FEM,Guatemala,GTM,7767,3907,3313,2803,3254
Honduras,HND,Female,FEM,Guyana,GUY,1,3,3,0,0
Honduras,HND,Female,FEM,Haiti,HTI,1,2,3,3,5
Honduras,HND,Female,FEM,Honduras,HND,0,0,0,0,0
Honduras,HND,Female,FEM,Jamaica,JAM,12,184,102,87,15
Honduras,HND,Female,FEM,Martinique,MTQ,1,2,3,5,7
Honduras,HND,Female,FEM,Mexico,MEX,686,457,755,1047,2180
Honduras,HND,Female,FEM,Montserrat,MSR,0,0,0,3,0
Honduras,HND,Female,FEM,Netherlands Antilles,ANT,15,14,13,4,24
Honduras,HND,Female,FEM,Nicaragua,NIC,2169,3753,4286,4669,5571
Honduras,HND,Female,FEM,Panama,PAN,236,314,219,390,460
Honduras,HND,Female,FEM,Paraguay,PRY,0,0,2,10,21
Honduras,HND,Female,FEM,Peru,PER,15,9,3,66,57
Honduras,HND,Female,FEM,Puerto Rico,PRI,4,13,18,231,176
Honduras,HND,Female,FEM,St. Kitts and Nevis,KNA,0,0,0,2,0
Honduras,HND,Female,FEM,St. Lucia,LCA,2,0,0,3,2
Honduras,HND,Female,FEM,St. Vincent and the Grenadines,VCT,0,0,0,1,2
Honduras,HND,Female,FEM,Suriname,SUR,1,0,0,0,1
Honduras,HND,Female,FEM,Trinidad and Tobago,TTO,23,21,26,22,12
Honduras,HND,Female,FEM,Turks and Caicos Islands,TCA,0,0,0,1,1
Honduras,HND,Female,FEM,Uruguay,URY,7,8,3,3,10
Honduras,HND,Female,FEM,"Venezuela, RB",VEN,81,82,173,242,191
Honduras,HND,Female,FEM,Virgin Islands (U.S.),VIR,3,2,9,33,30
Honduras,HND,Female,FEM,"Virgin Islands, British",VGB,0,0,0,2,2
Honduras,HND,Male,MAL,Anguilla,AIA,0,0,0,0,1
Honduras,HND,Male,MAL,Antigua and Barbuda,ATG,2,2,3,5,3
Honduras,HND,Male,MAL,Argentina,ARG,13,7,0,68,0
Honduras,HND,Male,MAL,Aruba,ABW,4,4,4,2,0
Honduras,HND,Male,MAL,"Bahamas, The",BHS,4,10,6,5,6
Honduras,HND,Male,MAL,Barbados,BRB,4,2,0,6,7
Honduras,HND,Male,MAL,Belize,BLZ,496,675,798,0,2518
Honduras,HND,Male,MAL,Bolivia,BOL,4,3,2,78,94
Honduras,HND,Male,MAL,Brazil,BRA,60,60,134,207,105
Honduras,HND,Male,MAL,Cayman Islands,CYM,31,48,164,484,759
Honduras,HND,Male,MAL,Chile,CHL,35,63,107,105,102
Honduras,HND,Male,MAL,Colombia,COL,6,32,58,88,140
Honduras,HND,Male,MAL,Costa Rica,CRI,368,268,445,732,1287
Honduras,HND,Male,MAL,Cuba,CUB,26,24,13,8,11
Honduras,HND,Male,MAL,Dominica,DMA,1,0,0,0,0
Honduras,HND,Male,MAL,Dominican Republic,DOM,65,105,150,203,264
Honduras,HND,Male,MAL,Ecuador,ECU,0,2,3,3,71
Honduras,HND,Male,MAL,El Salvador,SLV,3413,8982,6275,3902,3552
Honduras,HND,Male,MAL,Falkland Islands (Malvinas),FLK,0,0,0,0,0
Honduras,HND,Male,MAL,French Guiana,GUF,0,0,0,0,0
Honduras,HND,Male,MAL,Grenada,GRD,2,0,0,2,3
Honduras,HND,Male,MAL,Guadeloupe,GLP,0,0,2,4,3
Honduras,HND,Male,MAL,Guatemala,GTM,7326,2899,2072,1794,1960
Honduras,HND,Male,MAL,Guyana,GUY,1,4,4,1,0
Honduras,HND,Male,MAL,Haiti,HTI,8,2,3,4,5
Honduras,HND,Male,MAL,Honduras,HND,0,0,0,0,0
Honduras,HND,Male,MAL,Jamaica,JAM,11,165,92,63,18
Honduras,HND,Male,MAL,Martinique,MTQ,1,3,3,5,5
Honduras,HND,Male,MAL,Mexico,MEX,842,533,786,983,1499
Honduras,HND,Male,MAL,Montserrat,MSR,0,0,0,2,0
Honduras,HND,Male,MAL,Netherlands Antilles,ANT,17,13,11,3,14
Honduras,HND,Male,MAL,Nicaragua,NIC,2334,3845,4253,4489,5390
Honduras,HND,Male,MAL,Panama,PAN,330,266,228,315,393
Honduras,HND,Male,MAL,Paraguay,PRY,0,0,2,12,14
Honduras,HND,Male,MAL,Peru,PER,11,7,3,50,39
Honduras,HND,Male,MAL,Puerto Rico,PRI,4,12,17,213,149
Honduras,HND,Male,MAL,St. Kitts and Nevis,KNA,0,0,0,2,1
Honduras,HND,Male,MAL,St. Lucia,LCA,1,0,0,3,2
Honduras,HND,Male,MAL,St. Vincent and the Grenadines,VCT,0,0,0,1,2
Honduras,HND,Male,MAL,Suriname,SUR,2,0,0,0,1
Honduras,HND,Male,MAL,Trinidad and Tobago,TTO,34,25,27,21,12
Honduras,HND,Male,MAL,Turks and Caicos Islands,TCA,0,0,0,1,1
Honduras,HND,Male,MAL,Uruguay,URY,3,0,3,3,7
Honduras,HND,Male,MAL,"Venezuela, RB",VEN,112,133,138,194,119
Honduras,HND,Male,MAL,Virgin Islands (U.S.),VIR,4,1,8,32,28
Honduras,HND,Male,MAL,"Virgin Islands, British",VGB,0,0,0,0,0
Honduras,HND,Total,TOT,Anguilla,AIA,0,0,0,1,2
Honduras,HND,Total,TOT,Antigua and Barbuda,ATG,4,5,8,10,4
Honduras,HND,Total,TOT,Argentina,ARG,22,11,0,141,0
Honduras,HND,Total,TOT,Aruba,ABW,9,9,8,5,0
Honduras,HND,Total,TOT,"Bahamas, The",BHS,8,14,8,7,8
Honduras,HND,Total,TOT,Barbados,BRB,9,5,0,15,17
Honduras,HND,Total,TOT,Belize,BLZ,1013,1355,1576,0,4954
Honduras,HND,Total,TOT,Bolivia,BOL,7,5,4,168,198
Honduras,HND,Total,TOT,Brazil,BRA,97,83,205,278,136
Honduras,HND,Total,TOT,Cayman Islands,CYM,59,97,351,1014,1437
Honduras,HND,Total,TOT,Chile,CHL,61,116,184,214,234
Honduras,HND,Total,TOT,Colombia,COL,11,66,118,179,281
Honduras,HND,Total,TOT,Costa Rica,CRI,809,550,962,1643,2949
Honduras,HND,Total,TOT,Cuba,CUB,41,37,21,13,16
Honduras,HND,Total,TOT,Dominica,DMA,3,2,1,1,1
Honduras,HND,Total,TOT,Dominican Republic,DOM,105,203,292,399,528
Honduras,HND,Total,TOT,Ecuador,ECU,2,3,5,5,159
Honduras,HND,Total,TOT,El Salvador,SLV,15024,19591,13598,8901,8802
Honduras,HND,Total,TOT,Falkland Islands (Malvinas),FLK,0,0,0,0,1
Honduras,HND,Total,TOT,French Guiana,GUF,0,0,0,0,0
Honduras,HND,Total,TOT,Grenada,GRD,3,2,0,4,7
Honduras,HND,Total,TOT,Guadeloupe,GLP,0,2,4,8,7
Honduras,HND,Total,TOT,Guatemala,GTM,15094,6806,5385,4597,5214
Honduras,HND,Total,TOT,Guyana,GUY,2,7,7,2,0
Honduras,HND,Total,TOT,Haiti,HTI,9,4,5,7,10
Honduras,HND,Total,TOT,Honduras,HND,0,0,0,0,0
